metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
vus,1778880028,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880028,2070.000000,,,,,,,,,,,,,,,,
vus,1778880029,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880029,2070.000000,,,,,,,,,,,,,,,,
vus,1778880030,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880030,2070.000000,,,,,,,,,,,,,,,,
vus,1778880031,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880031,2070.000000,,,,,,,,,,,,,,,,
vus,1778880032,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880032,2070.000000,,,,,,,,,,,,,,,,
vus,1778880033,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880033,2070.000000,,,,,,,,,,,,,,,,
vus,1778880034,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880034,2070.000000,,,,,,,,,,,,,,,,
vus,1778880035,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880035,2070.000000,,,,,,,,,,,,,,,,
vus,1778880036,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880036,2070.000000,,,,,,,,,,,,,,,,
vus,1778880037,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880037,2070.000000,,,,,,,,,,,,,,,,
vus,1778880038,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880038,2070.000000,,,,,,,,,,,,,,,,
vus,1778880039,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880039,2070.000000,,,,,,,,,,,,,,,,
vus,1778880040,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880040,2070.000000,,,,,,,,,,,,,,,,
vus,1778880041,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880041,2070.000000,,,,,,,,,,,,,,,,
vus,1778880042,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880042,2070.000000,,,,,,,,,,,,,,,,
vus,1778880043,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880043,2070.000000,,,,,,,,,,,,,,,,
vus,1778880044,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880044,2070.000000,,,,,,,,,,,,,,,,
vus,1778880045,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880045,2070.000000,,,,,,,,,,,,,,,,
vus,1778880046,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880046,2070.000000,,,,,,,,,,,,,,,,
vus,1778880047,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880047,2070.000000,,,,,,,,,,,,,,,,
vus,1778880048,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880048,2070.000000,,,,,,,,,,,,,,,,
vus,1778880049,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880049,2070.000000,,,,,,,,,,,,,,,,
vus,1778880050,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880050,2070.000000,,,,,,,,,,,,,,,,
vus,1778880051,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880051,2070.000000,,,,,,,,,,,,,,,,
vus,1778880052,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880052,2070.000000,,,,,,,,,,,,,,,,
vus,1778880053,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880053,2070.000000,,,,,,,,,,,,,,,,
vus,1778880054,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880054,2070.000000,,,,,,,,,,,,,,,,
vus,1778880055,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880055,2070.000000,,,,,,,,,,,,,,,,
vus,1778880056,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880056,2070.000000,,,,,,,,,,,,,,,,
vus,1778880057,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880057,2070.000000,,,,,,,,,,,,,,,,
vus,1778880058,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880058,2070.000000,,,,,,,,,,,,,,,,
vus,1778880059,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880059,2070.000000,,,,,,,,,,,,,,,,
vus,1778880060,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880060,2070.000000,,,,,,,,,,,,,,,,
vus,1778880061,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880061,2070.000000,,,,,,,,,,,,,,,,
vus,1778880062,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880062,2070.000000,,,,,,,,,,,,,,,,
vus,1778880063,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880063,2070.000000,,,,,,,,,,,,,,,,
vus,1778880064,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880064,2070.000000,,,,,,,,,,,,,,,,
vus,1778880065,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880065,2070.000000,,,,,,,,,,,,,,,,
vus,1778880066,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880066,2070.000000,,,,,,,,,,,,,,,,
vus,1778880067,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880067,2070.000000,,,,,,,,,,,,,,,,
vus,1778880068,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880068,2070.000000,,,,,,,,,,,,,,,,
vus,1778880069,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880069,2070.000000,,,,,,,,,,,,,,,,
vus,1778880070,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880070,2070.000000,,,,,,,,,,,,,,,,
vus,1778880071,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880071,2070.000000,,,,,,,,,,,,,,,,
vus,1778880072,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880072,2070.000000,,,,,,,,,,,,,,,,
vus,1778880073,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880073,2070.000000,,,,,,,,,,,,,,,,
vus,1778880074,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880074,2070.000000,,,,,,,,,,,,,,,,
vus,1778880075,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880075,2070.000000,,,,,,,,,,,,,,,,
vus,1778880076,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880076,2070.000000,,,,,,,,,,,,,,,,
vus,1778880077,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880077,2070.000000,,,,,,,,,,,,,,,,
vus,1778880078,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880078,2070.000000,,,,,,,,,,,,,,,,
vus,1778880079,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880079,2070.000000,,,,,,,,,,,,,,,,
vus,1778880080,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880080,2070.000000,,,,,,,,,,,,,,,,
vus,1778880081,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880081,2070.000000,,,,,,,,,,,,,,,,
vus,1778880082,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880082,2070.000000,,,,,,,,,,,,,,,,
vus,1778880083,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880083,2070.000000,,,,,,,,,,,,,,,,
vus,1778880084,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880084,2070.000000,,,,,,,,,,,,,,,,
vus,1778880085,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880085,2070.000000,,,,,,,,,,,,,,,,
vus,1778880086,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880086,2070.000000,,,,,,,,,,,,,,,,
vus,1778880087,70.000000,,,,,,,,,,,,,,,,
vus_max,1778880087,2070.000000,,,,,,,,,,,,,,,,
http_reqs,1778880088,1.000000,,request timeout,1050,false,,GET,http://172.31.45.57:8081/api/io,,warmup,,0,,,http://172.31.45.57:8081/api/io,phase=warmup,
http_req_duration,1778880088,59999.949991,,request timeout,1050,false,,GET,http://172.31.45.57:8081/api/io,,warmup,,0,,,http://172.31.45.57:8081/api/io,phase=warmup,
http_req_blocked,1778880088,0.341076,,request timeout,1050,false,,GET,http://172.31.45.57:8081/api/io,,warmup,,0,,,http://172.31.45.57:8081/api/io,phase=warmup,
http_req_connecting,1778880088,0.288501,,request timeout,1050,false,,GET,http://172.31.45.57:8081/api/io,,warmup,,0,,,http://172.31.45.57:8081/api/io,phase=warmup,
http_req_tls_handshaking,1778880088,0.000000,,request timeout,1050,false,,GET,http://172.31.45.57:8081/api/io,,warmup,,0,,,http://172.31.45.57:8081/api/io,phase=warmup,
http_req_sending,1778880088,0.036000,,request timeout,1050,false,,GET,http://172.31.45.57:8081/api/io,,warmup,,0,,,http://172.31.45.57:8081/api/io,phase=warmup,
http_req_waiting,1778880088,59999.913991,,request timeout,1050,false,,GET,http://172.31.45.57:8081/api/io,,warmup,,0,,,http://172.31.45.57:8081/api/io,phase=warmup,
http_req_receiving,1778880088,0.000000,,request timeout,1050,false,,GET,http://172.31.45.57:8081/api/io,,warmup,,0,,,http://172.31.45.57:8081/api/io,phase=warmup,
http_req_failed,1778880088,1.000000,,request timeout,1050,false,,GET,http://172.31.45.57:8081/api/io,,warmup,,0,,,http://172.31.45.57:8081/api/io,phase=warmup,
http_reqs,1778880088,1.000000,,request timeout,1050,false,,GET,http://172.31.45.57:8081/api/io,,warmup,,0,,,http://172.31.45.57:8081/api/io,phase=warmup,
http_req_duration,1778880088,60000.509335,,request timeout,1050,false,,GET,http://172.31.45.57:8081/api/io,,warmup,,0,,,http://172.31.45.57:8081/api/io,phase=warmup,
http_req_blocked,1778880088,0.457095,,request timeout,1050,false,,GET,http://172.31.45.57:8081/api/io,,warmup,,0,,,http://172.31.45.57:8081/api/io,phase=warmup,
http_req_connecting,1778880088,0.428474,,request timeout,1050,false,,GET,http://172.31.45.57:8081/api/io,,warmup,,0,,,http://172.31.45.57:8081/api/io,phase=warmup,
