timestamp,duration_ms
1780454303,104.645313
1780454303,104.672572
1780454303,104.960235
1780454303,104.965170
1780454303,104.788639
1780454303,105.271526
1780454303,105.375031
1780454303,104.836138
1780454303,105.211530
1780454303,105.395064
1780454303,105.582822
1780454303,105.443072
1780454303,105.517713
1780454303,105.788433
1780454303,106.273701
1780454303,106.465496
1780454303,106.383659
1780454303,106.967500
1780454303,106.509362
1780454303,107.129879
1780454303,107.262241
1780454303,107.159770
1780454303,107.861126
1780454303,107.609894
1780454303,104.662997
1780454303,108.176106
1780454303,108.030912
1780454303,108.375718
1780454303,108.322419
1780454303,108.459438
1780454303,108.063269
1780454303,108.512521
1780454303,108.723188
1780454303,108.969085
1780454303,109.016939
1780454303,108.977696
1780454303,108.636220
1780454303,105.800233
1780454303,109.007261
1780454303,105.997437
1780454303,108.978122
1780454303,109.587048
1780454303,108.900414
1780454303,109.120482
1780454303,109.213438
1780454303,109.959027
1780454303,109.266151
1780454303,109.720416
1780454303,109.654446
1780454303,110.030609
1780454303,109.869660
1780454303,110.232997
1780454303,109.954552
1780454303,110.577701
1780454303,110.075944
1780454303,110.756279
1780454303,107.927803
1780454303,110.898616
1780454303,110.833597
1780454303,111.761427
1780454303,111.106920
1780454303,111.343156
1780454303,111.687624
1780454303,109.020903
1780454303,109.366881
1780454303,112.221249
1780454303,109.749166
1780454303,111.763833
1780454303,112.880078
1780454303,110.596814
1780454303,113.681954
1780454303,111.141680
1780454303,111.533766
1780454303,113.521500
1780454303,112.427702
1780454303,112.408391
1780454303,115.515800
1780454303,109.099097
1780454303,108.958495
1780454303,109.972698
1780454303,113.222732
1780454303,113.433060
1780454303,116.928487
1780454303,112.394735
1780454303,110.230132
1780454303,110.562749
1780454303,111.487183
1780454303,115.114598
1780454303,111.327489
1780454303,111.957741
1780454303,110.915302
1780454303,111.512464
1780454303,111.793691
1780454303,115.059217
1780454303,115.810520
1780454303,116.487874
1780454303,115.969463
1780454303,112.450339
1780454303,112.694837
1780454303,113.157044
1780454303,115.115964
1780454303,114.608163
1780454303,115.405307
1780454303,115.508373
1780454303,116.420348
1780454303,120.099380
1780454303,116.910139
1780454303,118.141450
1780454303,121.049949
1780454303,121.019444
1780454303,121.512091
1780454303,118.584162
1780454303,119.239643
1780454303,122.251451
1780454303,119.706079
1780454303,122.967088
1780454303,120.625259
1780454303,120.902595
1780454303,124.108209
1780454303,121.754324
1780454303,125.243377
1780454303,126.317924
1780454303,123.257406
1780454303,123.016868
1780454303,124.085855
1780454303,126.481683
1780454303,128.590139
1780454303,129.262192
1780454303,129.611197
1780454303,128.397984
1780454303,129.870831
1780454303,130.282632
1780454303,128.930868
1780454303,129.127530
1780454303,130.779688
1780454303,127.691682
1780454303,128.249973
1780454303,132.904597
1780454303,133.278044
1780454303,132.696339
1780454303,130.346896
1780454303,134.874206
1780454303,135.044585
1780454303,132.721129
1780454303,135.944376
1780454303,135.899856
1780454303,136.774703
1780454303,140.362778
1780454303,137.180168
1780454303,137.494513
1780454303,137.214235
1780454303,140.808528
1780454303,137.878433
1780454303,141.538219
1780454303,138.576697
1780454303,138.498881
1780454303,138.619874
1780454303,140.685075
1780454303,142.602215
1780454303,140.926459
1780454303,139.712759
1780454303,138.944508
1780454303,142.491076
1780454303,140.122870
1780454303,140.412869
1780454303,139.613987
1780454303,140.539627
1780454303,143.859259
1780454303,143.927631
1780454303,141.442602
1780454303,140.613549
1780454303,145.035870
1780454303,140.343504
1780454303,145.434531
1780454303,145.012609
1780454303,141.681354
1780454303,145.297684
1780454303,150.534734
1780454303,142.787944
1780454303,142.699991
1780454303,146.715852
1780454303,146.676072
1780454303,143.374406
1780454303,145.408950
1780454303,147.674600
1780454303,147.531776
1780454303,144.478138
1780454303,148.005806
1780454303,144.687208
1780454303,146.747891
1780454303,145.135157
1780454303,148.485508
1780454303,148.381223
1780454303,149.089815
1780454303,148.686603
1780454303,146.437550
1780454303,150.264614
1780454303,149.683250
1780454303,147.359639
1780454303,149.021516
1780454303,150.771026
1780454303,147.683432
1780454303,147.213595
1780454303,149.331592
1780454303,152.170559
1780454303,153.009323
1780454303,152.798438
1780454303,150.315549
1780454303,152.828511
1780454303,152.940079
1780454303,152.164047
1780454303,151.607442
1780454303,149.363571
1780454303,145.836337
1780454303,158.222037
1780454303,140.819360
1780454303,151.913364
1780454303,152.598597
1780454303,145.714000
1780454303,156.585773
1780454303,153.654877
1780454303,151.674364
1780454303,150.872396
1780454303,160.555999
1780454303,142.703272
1780454303,140.371870
1780454303,154.780658
1780454303,149.115674
1780454303,155.357080
1780454303,149.922407
1780454303,153.208545
1780454303,157.290588
1780454303,158.829769
1780454303,155.903856
1780454303,159.167698
1780454303,148.958793
1780454303,152.452190
1780454303,147.115434
1780454303,162.033061
1780454303,159.015812
1780454303,163.431415
1780454303,170.066249
1780454303,163.867071
1780454303,176.618953
1780454303,159.787216
1780454303,167.929648
1780454303,162.554090
1780454303,165.713958
1780454303,162.474788
1780454303,162.210313
1780454303,166.375806
1780454303,163.576129
1780454303,160.983270
1780454303,172.057214
1780454303,168.280356
1780454303,167.921681
1780454303,168.326924
1780454303,168.068371
1780454303,172.570944
1780454303,163.160630
1780454303,158.832109
1780454303,166.017736
1780454303,169.877688
1780454303,169.783697
1780454303,173.549400
1780454303,169.679746
1780454303,164.076835
1780454303,170.457121
1780454303,163.836917
1780454303,166.074949
1780454303,164.632676
1780454303,172.936476
1780454303,176.268838
1780454303,165.103952
1780454303,161.316415
1780454303,160.193861
1780454303,162.045182
1780454303,169.023950
1780454303,172.597071
1780454303,173.826434
1780454303,174.646629
1780454303,163.230900
1780454303,175.102235
1780454303,168.837073
1780454303,175.095355
1780454303,172.489147
1780454303,169.748554
1780454303,181.838327
1780454303,174.168990
1780454303,176.309699
1780454303,189.768056
1780454303,171.161706
1780454303,181.087961
1780454303,184.137386
1780454303,178.425176
1780454303,169.931111
1780454303,182.196397
1780454303,169.685603
1780454303,182.079086
1780454303,170.943450
1780454303,179.026067
1780454303,193.240504
1780454303,179.622693
1780454303,178.868042
1780454303,171.893084
1780454303,182.830539
1780454303,177.865453
1780454303,194.271296
1780454303,180.106703
1780454303,173.957847
1780454303,192.822592
1780454303,181.135615
1780454303,183.586268
1780454303,187.164322
1780454303,190.488083
1780454303,194.389238
1780454303,200.895461
1780454303,194.971795
1780454303,183.840503
1780454303,192.345438
1780454303,193.256206
1780454303,203.918450
1780454303,187.190913
1780454303,196.716745
1780454303,191.116092
1780454303,201.891106
1780454303,191.219789
1780454303,198.066520
1780454303,198.994950
1780454303,194.557272
1780454303,194.609725
1780454303,192.442759
1780454303,202.908646
